symbol,firm_name_schedule,fiscal_year,first_appointment,actual_disclosure,revision_count,delay_days,postponed,advanced,long_postponement,first_doy,actual_doy,actual_month,april_disclosure,after_apr20,name,industry,loss_current,negative_eps_current,large_profit_drop_current,revenue_drop_current,bad_news_realized,severe_bad_news,lag_size,lag_profitability,lag_leverage,lag_revenue_growth,lag_profit_growth,lag_eps,lag_book_value,lag_cashflow_ps,lag_liquidity,lag_margin,lag_inventory_turnover,forecast_available,forecast_bad,forecast_severe_bad,forecast_yoy_min,forecast_yoy_mean,forecast_value_min,first_forecast_notice,last_forecast_notice,days_forecast_to_report,industry_group,actual_doy_pct_year,first_doy_pct_year,late_disclosure_q75,late_disclosure_q67,initial_late_q75
002297,博云新材,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,博云新材,其他,0,0,0,0,0,0,1.501852701754163,-11.22,26.52,-31.41,-704.19,-0.347,2.91,-0.08,2.65,24.72,0.81,1,1,1,-2.695,62.794999999999995,-47500000.0,2021-01-30,2021-01-30,56.0,其他,0.14853452558370592,0.15548931942374566,0,0,0
002320,海峡股份,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,海峡股份,交通运输,0,0,0,0,0,0,2.4932054526026954,5.93,6.702000000000001,5.77,4.09,0.15,3.83,0.41,7.3,34.47,50.73,0,0,0,5.4,33.17,0.22,,,999.0,交通运输,0.14853452558370592,0.15548931942374566,0,0,0
002324,普利特,2020,2021-03-27,2021-04-10,1,14.0,1,0,1,86.0,100,4,1,0,普利特,塑料制品,0,0,0,0,0,0,3.6109179126442243,7.05,38.44,-1.79,128.0,0.1951,4.53,0.67,1.76,19.14,4.88,1,0,0,56.245,103.1225,0.4878,2020-10-30,2020-10-30,162.0,Other,0.3492300049677099,0.15548931942374566,0,0,0
002401,中远海科,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,中远海科,电子信息,0,0,0,0,0,0,2.5680215564985067,10.57,70.71,22.82,16.17,0.3187,3.15,1.3,1.33,22.46,0.96,1,0,0,79.7,79.85,0.60965,2020-10-28,2020-10-28,150.0,电子信息,0.14853452558370592,0.15548931942374566,0,0,0
002490,山东墨龙,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,山东墨龙,机械行业,0,0,0,1,0,0,3.804215052793841,-10.63,68.81,-1.42,-312.28,-0.25,2.19,0.86,0.64,8.07,4.08,1,0,0,120.375,120.375,40000000.0,2021-01-14,2021-01-14,72.0,机械行业,0.14853452558370592,0.15548931942374566,0,0,0
002521,齐峰新材,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,齐峰新材,造纸行业,0,0,0,0,0,0,3.516904189374126,3.87,19.78,-11.67,134.77,0.28,7.04,0.57,3.49,14.06,5.98,1,0,0,15.0,17.5,0.335,2021-01-27,2021-01-27,59.0,Other,0.14853452558370592,0.15548931942374566,0,0,0
002546,新联电子,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,新联电子,电器行业,0,0,0,0,0,0,2.1041341542702074,5.71,11.61,1.86,6.75,0.2,3.56,0.2,7.61,33.22,4.12,0,0,0,5.4,33.17,0.22,,,999.0,Other,0.14853452558370592,0.15548931942374566,0,0,0
002561,徐家汇,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,徐家汇,商业百货,0,0,1,1,1,0,3.0101281538377234,9.47,15.34,-6.8,-7.92,0.51,5.51,0.54,4.85,29.07,66.64,1,1,0,-61.5,-61.5,0.195,2021-01-30,2021-01-30,56.0,商业百货,0.14853452558370592,0.15548931942374566,0,0,0
002662,峰璟股份,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,峰璟股份,汽车制造,0,0,0,0,0,0,3.6189933266497696,-50.88,47.83,-32.91,-2203.8777,-1.39,2.04,0.56,1.04,16.18,2.8,1,0,0,103.56,104.78,0.085,2021-01-29,2021-01-29,57.0,汽车制造,0.14853452558370592,0.15548931942374566,0,0,0
002695,煌上煌,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,煌上煌,食品行业,0,0,0,0,0,0,3.09874002362822,11.12,20.59,11.56,27.45,0.429,4.19,0.44,4.47,37.59,2.25,0,0,0,5.4,33.17,0.22,,,999.0,食品行业,0.14853452558370592,0.15548931942374566,0,0,0
600756,浪潮软件,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,浪潮软件,电子信息,1,1,1,0,1,1,2.7447035187502458,1.13,31.42,20.05,-91.22,0.09,7.52,0.26,1.99,43.77,7.25,1,1,1,-2835.42,-1621.79,-87000000.0,2021-01-30,2021-01-30,56.0,电子信息,0.14853452558370592,0.15548931942374566,0,0,0
600775,南京熊猫,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,南京熊猫,电子信息,0,0,0,0,0,0,3.8628327612373745,1.49,38.73,3.55,-67.49,0.0576,3.77,-0.37,1.88,15.11,4.7,1,1,0,-38.0,-38.0,0.22,2020-10-30,2020-10-30,148.0,电子信息,0.14853452558370592,0.15548931942374566,0,0,0
600784,鲁银投资,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,鲁银投资,钢铁行业,0,0,0,0,0,0,3.1620938107692163,0.87,69.87,14.02,-79.2,0.02,2.73,-0.04,0.6,19.94,3.98,1,1,1,99.105,740.1375,-587400.0,2021-01-29,2021-01-29,57.0,钢铁行业,0.14853452558370592,0.15548931942374566,0,0,0
600801,华新建材,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,华新建材,水泥行业,0,0,0,0,0,0,5.753809968255849,33.63,36.23,14.47,22.4,3.03,10.16,4.62,1.12,40.76,9.14,1,1,0,-11.5,-10.75,1577919423.999997,2021-01-15,2021-01-15,71.0,Other,0.14853452558370592,0.15548931942374566,0,0,0
600985,淮北矿业,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,淮北矿业,化工行业,0,0,0,0,0,0,6.401519107549953,20.57,64.44,4.0,1.96,1.68,8.62,4.34,0.48,16.53,33.47,0,0,0,5.4,33.17,0.22,,,999.0,化工行业,0.14853452558370592,0.15548931942374566,0,0,0
600992,贵绳股份,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,贵绳股份,钢铁行业,0,0,0,0,0,0,3.130263166511597,2.08,47.21,5.42,14.01,0.1191,5.77,0.75,1.61,16.49,5.04,0,0,0,5.4,33.17,0.22,,,999.0,钢铁行业,0.14853452558370592,0.15548931942374566,0,0,0
600997,开滦股份,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,开滦股份,煤炭行业,0,0,0,0,0,0,5.306880597208525,10.59,44.95,-1.9,-15.67,0.72,7.13,1.64,1.28,15.18,14.17,0,0,0,5.4,33.17,0.22,,,999.0,Other,0.14853452558370592,0.15548931942374566,0,0,0
601008,连云港,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,连云港,交通运输,0,0,0,0,0,0,2.7245795030534206,0.21,52.19,7.48,93.93,0.007,3.15,0.54,0.57,26.69,49.38,1,0,0,102.95,256.185,510000.0,2021-01-23,2021-01-23,63.0,交通运输,0.14853452558370592,0.15548931942374566,0,0,0
601088,中国神华,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,中国神华,煤炭行业,0,0,0,0,0,0,7.791402977259236,12.73,25.58,-8.42,-1.41,2.174,17.69,3.17,1.68,40.71,13.02,1,1,0,-9.0,-8.0,1577919423.999997,2021-01-30,2021-01-30,56.0,Other,0.14853452558370592,0.15548931942374566,0,0,0
601155,新城控股,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,新城控股,其他,0,0,0,0,0,0,6.756315920199783,36.86,86.6,58.58,20.61,3.1655999999999946,17.03,4.74039999999999,1.04,32.64,0.31,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.14853452558370592,0.15548931942374566,0,0,0
601168,西部矿业,2020,2021-03-27,2021-04-29,1,30.0,1,0,1,86.0,119,4,1,1,西部矿业,有色金属,0,0,0,0,0,0,5.72577225088112,10.62,67.63,6.24,148.92,0.42,4.21,1.63,0.92,12.18,6.9,0,0,0,5.4,33.17,0.22,,,999.0,有色金属,0.8666169895678092,0.15548931942374566,1,1,0
601188,龙江交通,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,龙江交通,公路桥梁,0,0,0,1,0,0,2.4336133554004498,8.37,10.82,47.51,22.91,0.2814,3.41,0.43,4.33,48.98,0.66,0,0,0,5.4,33.17,0.22,,,999.0,Other,0.14853452558370592,0.15548931942374566,0,0,0
601607,上海医药,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,上海医药,商业百货,0,0,0,0,0,0,7.531906016620182,10.12,63.96,17.27,5.15,1.44,14.66,2.12,1.31,14.37,6.4,0,0,0,5.4,33.17,0.22,,,999.0,商业百货,0.14853452558370592,0.15548931942374566,0,0,0
601717,中创智领,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,中创智领,机械行业,0,0,0,0,0,0,5.553773207329493,8.78,55.77,-1.12,24.98,0.6,7.06,1.65,1.65,19.48,5.52,0,0,0,5.4,33.17,0.22,,,999.0,机械行业,0.14853452558370592,0.15548931942374566,0,0,0
601727,上海电气,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,上海电气,发电设备,0,0,0,0,0,0,7.1515559943327665,5.79,67.35,26.05,16.06,0.23,4.18,0.69,1.21,18.46,3.76,0,0,0,5.4,33.17,0.22,,,999.0,发电设备,0.14853452558370592,0.15548931942374566,0,0,0
601869,长飞光纤,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,长飞光纤,其他,0,0,0,0,0,0,4.365516082546892,9.46,35.09,-31.61,-46.2,1.06,11.6,1.11,2.08,23.6,4.28,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.14853452558370592,0.15548931942374566,0,0,0
601991,大唐发电,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,大唐发电,电力行业,0,0,0,0,0,0,6.862266160361701,1.08,71.02,2.21,-13.68,0.0254,2.26,1.17,0.42,17.07,18.19,1,0,0,52.5,110.75,1577919423.999997,2021-01-30,2021-01-30,56.0,电力行业,0.14853452558370592,0.15548931942374566,0,0,0
603005,晶方科技,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,晶方科技,电子器件,0,0,0,0,0,0,1.8870696490323797,5.61,13.97,-1.04,52.27,0.33,8.64,0.58,6.7,39.03,4.28,1,0,0,254.55,328.63,330000000.0,2021-01-26,2021-01-26,60.0,电子器件,0.14853452558370592,0.15548931942374566,0,0,0
603115,海星股份,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,海星股份,其他,0,0,0,0,0,0,2.482403519569882,13.31,19.5,0.48,-19.43,0.69,6.11,0.44,4.68,26.27,9.3,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.14853452558370592,0.15548931942374566,0,0,0
603336,宏辉果蔬,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,宏辉果蔬,其他,0,0,0,0,0,0,2.253394848803274,9.39,19.24,11.61,23.07,0.24,3.88,0.11,3.47,15.48,2.27,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.14853452558370592,0.15548931942374566,0,0,0
603357,设计总院,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,设计总院,其他,0,0,0,0,0,0,2.844327819394758,14.59,30.52,-1.8,-25.64,0.71,5.16,0.11,2.87,43.46,20.02,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.14853452558370592,0.15548931942374566,0,0,0
603393,新天然气,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,新天然气,其他,0,0,0,0,0,0,3.1763857732472487,17.73,33.36,40.72,26.26,1.35,18.60919999999996,4.74039999999999,3.32,47.54,54.87,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.14853452558370592,0.15548931942374566,0,0,0
603606,东方电缆,2020,2021-03-27,2021-03-27,0,0.0,0,0,0,86.0,86,3,0,0,东方电缆,电器行业,0,0,0,0,0,0,3.634951112088381,23.48,45.66,22.03,163.74,0.69,3.27,1.03,1.7,24.87,4.74,1,0,0,35.0,73.66666666666667,1.35,2021-01-19,2021-01-19,67.0,Other,0.14853452558370592,0.15548931942374566,0,0,0
000404,长虹华意,2020,2021-03-29,2021-03-29,0,0.0,0,0,0,88.0,88,3,0,0,长虹华意,机械行业,0,0,0,0,0,0,4.573576314396913,0.96,58.42,7.61,-57.55,0.044,4.62,1.12,1.43,10.66,7.07,1,0,0,83.56,187.69,0.17245,2021-01-27,2021-01-27,61.0,机械行业,0.16443119721808247,0.17163437655240935,0,0,0
000555,神州信息,2020,2021-03-29,2021-03-31,1,2.0,1,0,0,88.0,90,3,0,0,神州信息,电子信息,0,0,0,0,0,0,4.629472478511056,7.44,50.52,11.77,584.0450999999971,0.3899,5.38,0.3,1.45,18.57,4.57,1,0,0,36.82,37.2975,0.53345,2020-10-31,2020-10-31,151.0,电子信息,0.24764033780427222,0.17163437655240935,0,0,0
000997,新大陆,2020,2021-03-29,2021-03-29,0,0.0,0,0,0,88.0,88,3,0,0,新 大 陆,电子信息,0,0,0,0,0,0,4.140273494110501,12.41,48.45,3.94,18.0,0.6702,5.47,0.04,1.32,33.52,3.53,0,0,0,5.4,33.17,0.22,,,999.0,电子信息,0.16443119721808247,0.17163437655240935,0,0,0
600776,东方通信,2020,2021-03-29,2021-03-29,0,0.0,0,0,0,88.0,88,3,0,0,东方通信,电子信息,0,0,0,0,0,0,3.326114575537799,4.24,19.57,11.58,3.36,0.1048,2.49,0.03,4.04,14.92,2.9,0,0,0,5.4,33.17,0.22,,,999.0,电子信息,0.16443119721808247,0.17163437655240935,0,0,0
600814,杭州解百,2020,2021-03-29,2021-03-30,1,1.0,1,0,0,88.0,89,3,0,0,杭州解百,商业百货,0,0,0,1,0,0,4.174387269895637,9.5,37.86,8.31,57.83,0.33,3.59,0.67,1.75,20.5,116.85,0,0,0,5.4,33.17,0.22,,,999.0,商业百货,0.18802781917536016,0.17163437655240935,0,0,0
603126,中材节能,2020,2021-03-29,2021-03-29,0,0.0,0,0,0,88.0,88,3,0,0,中材节能,环保行业,0,0,0,0,0,0,3.166740070447672,7.21,47.93,21.32,-5.15,0.2016,2.86,0.2,1.63,19.65,2.6,0,0,0,5.4,33.17,0.22,,,999.0,Other,0.16443119721808247,0.17163437655240935,0,0,0
603159,上海亚虹,2020,2021-03-29,2021-03-29,0,0.0,0,0,0,88.0,88,3,0,0,上海亚虹,其他,0,0,0,0,0,0,1.8931119634883424,5.33,24.34,-11.49,-46.9,0.19,3.08,0.6,2.44,18.37,4.69,1,0,0,84.0,93.5,38020000.0,2021-01-26,2021-01-26,62.0,其他,0.16443119721808247,0.17163437655240935,0,0,0
603527,众源新材,2020,2021-03-29,2021-04-28,1,30.0,1,0,1,88.0,118,4,1,1,众源新材,其他,0,0,0,0,0,0,3.5037539699872475,10.38,23.61,0.45,-0.84,0.38,5.31,0.13,3.29,6.18,13.85,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.7690014903129657,0.17163437655240935,1,1,0
605058,澳弘电子,2020,2021-03-29,2021-03-29,0,0.0,0,0,0,88.0,88,3,0,0,澳弘电子,其他,0,0,0,0,0,0,2.2460147415056513,23.64,47.97,0.92,22.95,1.16,5.47,1.32,1.75,28.93,3.58,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.16443119721808247,0.17163437655240935,0,0,0
688009,中国通号,2020,2021-03-29,2021-03-29,0,0.0,0,0,0,88.0,88,3,0,0,中国通号,其他,0,0,0,0,0,0,6.0341887313177605,12.77,56.19,4.08,11.95,0.38,3.62,0.32,1.56,22.89,10.21,0,0,0,5.4,33.17,0.22,,,999.0,其他,0.16443119721808247,0.17163437655240935,0,0,0
000039,中集集团,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,中集集团,机械行业,0,0,0,0,0,0,6.755943528392754,4.0,68.02,-8.22,-54.38,0.37,10.95,0.99,1.28,14.52,2.14,1,1,1,-76.5,85.25,1.415,2021-01-30,2021-01-30,59.0,机械行业,0.18802781917536016,0.1979632389468455,0,0,0
000069,华侨城A,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,华侨城Ａ,酒店旅游,0,0,0,0,0,0,6.399010821419971,19.33,74.98,24.65,16.69,1.5044,8.37,-0.63,1.49,56.58,0.15,0,0,0,5.4,33.17,0.22,,,999.0,Other,0.18802781917536016,0.1979632389468455,0,0,0
000099,中信海直,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,中信海直,交通运输,0,0,0,0,0,0,2.813610696762703,6.67,42.15,9.91,40.54,0.35,5.4,1.26,1.63,25.63,3.62,0,0,0,5.4,33.17,0.22,,,999.0,交通运输,0.18802781917536016,0.1979632389468455,0,0,0
000501,武商集团,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,武商集团,商业百货,0,0,1,1,1,0,5.184924679192946,13.78,59.7,0.29,16.67,1.6,12.37,1.84,0.52,22.43,4.0,1,1,0,-60.365,-57.735,0.72,2021-01-30,2021-01-30,59.0,商业百货,0.18802781917536016,0.1979632389468455,0,0,0
000528,柳工,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,柳    工,机械行业,0,0,0,0,0,0,5.2614977684095,10.23,63.73,6.04,28.74,0.69,7.01,1.26,1.47,23.66,2.73,0,0,0,5.4,33.17,0.22,,,999.0,机械行业,0.18802781917536016,0.1979632389468455,0,0,0
000550,江铃汽车,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,江铃汽车,汽车制造,0,0,0,0,0,0,5.679284843055801,1.42,56.8,3.27,60.96,0.17,12.16,3.17,1.12,15.91,10.98,1,0,0,195.0,195.0,0.505,2020-10-27,2020-10-27,154.0,汽车制造,0.18802781917536016,0.1979632389468455,0,0,0
000590,古汉医药,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,古汉医药,生物制药,0,0,0,0,0,0,1.423108334242607,7.06,26.52,69.55,211.16,0.1772,2.6,0.12,3.19,53.22,2.46,1,1,0,-77.655,-42.655,0.0856,2021-01-30,2021-01-30,59.0,生物制药,0.18802781917536016,0.1979632389468455,0,0,0
000599,青岛双星,2020,2021-03-30,2021-04-15,1,16.0,1,0,1,89.0,105,4,1,0,青岛双星,汽车制造,1,1,0,0,1,1,3.743367639398006,-7.74,63.23,10.1,-1090.07,-0.33,4.09,-0.28,0.95,9.08,3.26,1,1,1,7.91,53.24666666666667,-175000000.0,2021-01-30,2021-01-30,75.0,汽车制造,0.3999006458022851,0.1979632389468455,0,0,0
000629,钒钛股份,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,钒钛股份,钢铁行业,0,0,1,0,1,1,4.887261660126628,16.47,25.67,-13.21,-54.08,0.1652,1.09,0.38,2.33,19.77,11.38,1,1,1,-85.055,-84.7775,0.0256,2021-01-20,2021-01-20,69.0,钢铁行业,0.18802781917536016,0.1979632389468455,0,0,0
000719,中原传媒,2020,2021-03-30,2021-04-27,1,28.0,1,0,1,89.0,117,4,1,1,中原传媒,传媒娱乐,0,0,0,0,0,0,4.564764771353053,10.37,32.37,5.5,12.76,0.81,8.09,0.79,2.23,30.59,5.71,0,0,0,5.4,33.17,0.22,,,999.0,Other,0.6867858917039245,0.1979632389468455,0,1,0
000721,西安饮食,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,西安饮食,酒店旅游,0,0,0,0,0,1,1.791759469228055,-7.36,43.78,0.89,-597.91,-0.0945,1.23,-0.07,0.73,32.23,10.49,1,1,1,-148.03,-17.378333333333334,-122500000.0,2021-01-30,2021-01-30,59.0,Other,0.18802781917536016,0.1979632389468455,0,0,0
000738,航发控制,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,航发控制,飞机制造,0,0,0,0,0,0,3.463232772581608,5.12,24.67,12.6,8.47,0.2455,4.92,1.02,3.1,25.82,2.57,0,0,0,5.4,33.17,0.22,,,999.0,Other,0.18802781917536016,0.1979632389468455,0,0,0
000768,中航西飞,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,中航西飞,飞机制造,0,0,0,0,0,0,5.77389915887345,5.19,72.31,-4.15,92.55,0.3881,6.29,-0.76,1.17,7.84,1.65,0,0,0,5.4,33.17,0.22,,,999.0,Other,0.18802781917536016,0.1979632389468455,0,0,0
000777,中核科技,2020,2021-03-30,2021-04-28,1,29.0,1,0,1,89.0,118,4,1,1,中核科技,机械行业,0,0,0,0,0,0,2.614471854142644,9.53,39.11,3.23,31.82,0.3541,3.84,-0.21,1.76,24.1,2.28,0,0,0,5.4,33.17,0.22,,,999.0,机械行业,0.7690014903129657,0.1979632389468455,1,1,0
000782,恒申新材,2020,2021-03-30,2021-04-28,2,29.0,1,0,1,89.0,118,4,1,1,恒申新材,化纤行业,0,0,0,0,0,0,3.429784838514068,0.99,45.08,-21.68,-61.97,0.03,2.7,0.33,1.39,4.98,7.75,1,1,1,-21.315,81.97,-25000000.0,2021-01-29,2021-01-29,89.0,Other,0.7690014903129657,0.1979632389468455,1,1,0
000819,岳阳兴长,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,岳阳兴长,石油行业,0,0,1,0,1,0,2.915064370486536,7.87,12.84,-13.21,15.8,0.202,2.85,0.16,6.12,11.07,34.91,1,1,0,-55.225,-37.43,0.0905,2021-01-28,2021-01-28,61.0,Other,0.18802781917536016,0.1979632389468455,0,0,0
000822,山东海化,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,山东海化,化工行业,1,1,1,0,1,1,3.8546057345581954,4.86,26.28,-12.19,-72.2,0.18,3.76,0.66,2.19,13.21,10.16,1,1,1,-344.8,-204.16,-255000000.0,2021-01-26,2021-01-26,63.0,化工行业,0.18802781917536016,0.1979632389468455,0,0,0
000837,秦川机床,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,秦川机床,机械行业,0,0,0,0,0,0,3.48584485572244,-12.59,65.91,-0.73,-6.36,-0.4291,3.19,0.06,1.21,15.04,1.61,1,0,0,107.555,129.4025,0.21995,2021-01-30,2021-01-30,59.0,机械行业,0.18802781917536016,0.1979632389468455,0,0,0
000878,云南铜业,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,云南铜业,有色金属,0,0,0,0,0,0,6.4518912132901205,8.34,71.38,33.44,436.85,0.3941,4.93,0.63,0.98,7.28,5.41,0,0,0,5.4,33.17,0.22,,,999.0,有色金属,0.18802781917536016,0.1979632389468455,0,0,0
000911,*ST广糖,2020,2021-03-30,2021-03-31,1,1.0,1,0,0,89.0,90,3,0,0,广农糖业,食品行业,0,0,0,0,0,0,3.627801604605346,41.6031,94.57639999999991,1.8,102.34,0.1,0.22,1.7,0.54,5.91,4.89,1,1,1,9.2,46.69833333333333,-76000000.0,2021-01-28,2021-01-28,62.0,食品行业,0.24764033780427222,0.1979632389468455,0,0,0
000919,金陵药业,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,金陵药业,生物制药,0,0,1,0,1,0,3.2714682749873716,5.08,17.64,-12.56,-39.9,0.2883,5.71,0.92,3.32,23.6,8.23,1,1,0,-115.52,-31.419999999999998,-16000000.0,2021-01-27,2021-01-27,62.0,生物制药,0.18802781917536016,0.1979632389468455,0,0,0
000920,沃顿科技,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,沃顿科技,交通运输,0,0,0,0,0,0,2.5152741864043966,9.08,42.3,2.85,4.87,0.22,2.59,0.18,2.26,32.59,5.83,0,0,0,5.4,33.17,0.22,,,999.0,交通运输,0.18802781917536016,0.1979632389468455,0,0,0
000950,重药控股,2020,2021-03-30,2021-04-27,1,28.0,1,0,1,89.0,117,4,1,1,重药控股,农药化肥,0,0,0,0,0,0,5.827297200894069,10.11,65.22,31.16,14.09,0.46,4.67,0.12,1.34,9.05,9.45,1,0,0,7.865,7.865,0.49,2021-01-15,2021-01-15,102.0,Other,0.6867858917039245,0.1979632389468455,0,1,0
000975,山金国际,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,山金国际,其他,0,0,0,0,0,0,3.9606226752642084,9.97,14.93,6.69,30.43,0.3136,4.56,0.58,2.02,30.2,4.16,1,0,0,46.0,46.0,0.45435,2021-01-12,2021-01-12,77.0,其他,0.18802781917536016,0.1979632389468455,0,0,0
002007,华兰生物,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,华兰生物,生物制药,0,0,0,0,0,0,3.6375861597263857,19.89,9.22,15.02,12.63,0.7065,4.66,0.97,8.19,64.95,1.1,0,0,0,5.4,33.17,0.22,,,999.0,生物制药,0.18802781917536016,0.1979632389468455,0,0,0
002012,凯恩股份,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,凯恩股份,造纸行业,0,0,0,0,0,0,2.5273273656719524,3.69,23.81,2.13,87.01,0.1,2.74,0.27,2.82,25.43,2.91,1,0,0,92.93,208.7175,0.19,2021-01-29,2021-01-29,60.0,Other,0.18802781917536016,0.1979632389468455,0,0,0
002020,京新药业,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,京新药业,生物制药,0,0,0,0,0,0,3.623540612805596,14.41,34.03,23.88,40.92,0.73,5.1,0.74,1.97,65.08,3.27,1,0,0,2.5,13.75,0.977,2021-01-21,2021-01-21,68.0,生物制药,0.18802781917536016,0.1979632389468455,0,0,0
002135,东南网架,2020,2021-03-30,2021-02-24,1,-29.0,0,1,0,89.0,58,2,0,0,东南网架,建筑建材,0,0,0,0,0,0,4.508218659911641,6.44,61.49,3.24,56.68,0.26,4.14,0.31,1.26,11.58,2.25,0,0,0,5.4,33.17,0.22,,,999.0,建筑建材,0.007451564828614009,0.1979632389468455,0,0,0
002159,三特索道,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,三特索道,酒店旅游,0,0,0,1,0,1,2.050270164379556,1.08,61.0,4.39,-91.53,0.08,7.69,2.11,0.68,57.2,4.44,1,1,1,-4095.6268,-1899.0487333333328,-165000000.0,2021-01-30,2021-01-30,59.0,Other,0.18802781917536016,0.1979632389468455,0,0,0
002185,华天科技,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,华天科技,电子器件,0,0,0,0,0,0,4.407085034014658,4.3,38.18,13.79,-26.43,0.1134,2.84,0.64,1.19,16.33,6.14,1,0,0,144.075,200.1275,0.25545,2021-01-27,2021-01-27,62.0,电子器件,0.18802781917536016,0.1979632389468455,0,0,0
002283,天润工业,2020,2021-03-30,2021-03-30,0,0.0,0,0,0,89.0,89,3,0,0,天润工业,汽车制造,0,0,0,0,0,0,3.6117283949255214,8.04,32.96,5.79,3.36,0.31,4.05,0.28,1.53,26.23,2.61,0,0,0,5.4,33.17,0.22,,,999.0,汽车制造,0.18802781917536016,0.1979632389468455,0,0,0
